instrument_id,customer_id,type,masked_number,issuer_bank,added_date
PI01303,CUST00975,wallet,**** 3020,ICICI,2024-10-06
PI01304,CUST00975,wallet,**** 8479,Kotak,2025-08-11
PI01305,CUST00976,wallet,**** 5185,IDFC First,2026-03-16
PI01306,CUST00976,wallet,**** 7324,IDFC First,2024-10-23
PI01307,CUST00977,wallet,**** 7972,Kotak,2026-07-13
PI01308,CUST00977,wallet,**** 9429,IDFC First,2025-09-26
PI01309,CUST00978,wallet,**** 1998,SBI,2024-09-25
PI01310,CUST00979,upi,**** 3176,IDFC First,2025-11-29
PI01311,CUST00980,card,**** 5493,IDFC First,2024-12-16
PI01312,CUST00981,wallet,**** 3253,SBI,2024-12-21
PI01313,CUST00982,card,**** 1596,IDFC First,2025-08-27
PI01314,CUST00983,wallet,**** 9854,Yes Bank,2025-01-04
PI01315,CUST00984,wallet,**** 5139,ICICI,2026-02-15
PI01316,CUST00985,card,**** 4337,IDFC First,2026-07-05
PI01317,CUST00986,wallet,**** 4709,Kotak,2025-06-18
PI01318,CUST00986,upi,**** 3666,Kotak,2025-03-17
PI01319,CUST00987,card,**** 2690,ICICI,2026-04-24
PI01320,CUST00988,wallet,**** 9191,HDFC,2026-04-10
PI01321,CUST00989,card,**** 4442,ICICI,2025-03-25
PI01322,CUST00990,wallet,**** 1808,Yes Bank,2026-07-01
PI01323,CUST00990,wallet,**** 4474,ICICI,2025-02-23
PI01324,CUST00991,card,**** 1733,IDFC First,2026-07-15
PI01325,CUST00992,card,**** 4032,ICICI,2025-08-31
PI01326,CUST00993,card,**** 1266,HDFC,2025-12-13
PI01327,CUST00994,wallet,**** 7323,Axis,2026-03-27
PI01328,CUST00994,upi,**** 7216,HDFC,2026-05-01
PI01329,CUST00995,card,**** 9321,IDFC First,2025-08-15
PI01330,CUST00996,wallet,**** 8878,Yes Bank,2025-06-26
PI01331,CUST00996,upi,**** 2993,HDFC,2026-01-19
PI01332,CUST00997,card,**** 5841,ICICI,2025-06-28
PI01333,CUST00997,upi,**** 7286,IDFC First,2026-06-13
PI01334,CUST00998,upi,**** 2011,Yes Bank,2025-08-24
PI01335,CUST00999,wallet,**** 5740,SBI,2026-06-03
PI01336,CUST01000,card,**** 2393,Kotak,2025-05-23
PI01337,CUST01000,wallet,**** 1776,IDFC First,2025-02-14
PI01338,CUST01001,upi,**** 7899,IDFC First,2025-12-12
PI01339,CUST01002,wallet,**** 3265,ICICI,2025-06-05
PI01340,CUST01002,upi,**** 6068,Axis,2025-10-17
PI01341,CUST01003,upi,**** 2600,HDFC,2025-10-11
PI01342,CUST01003,card,**** 4253,Yes Bank,2026-01-27
PI01343,CUST01004,upi,**** 7623,ICICI,2025-03-03
PI01344,CUST01005,upi,**** 5570,SBI,2025-06-26
PI01345,CUST01006,wallet,**** 7212,Axis,2025-02-14
PI01346,CUST01006,card,**** 6429,HDFC,2026-05-11
PI01347,CUST01007,card,**** 8141,Axis,2026-03-18
PI01348,CUST01007,wallet,**** 7388,Axis,2025-03-23
PI01349,CUST01008,card,**** 2209,HDFC,2025-11-25
PI01350,CUST01009,upi,**** 7077,SBI,2026-07-06
PI01351,CUST01009,card,**** 2479,Yes Bank,2024-10-05
PI01352,CUST01010,upi,**** 1025,IDFC First,2026-04-29
PI01353,CUST01011,wallet,**** 6307,HDFC,2026-02-28
PI01354,CUST01012,wallet,**** 5405,IDFC First,2024-11-17
PI01355,CUST01013,upi,**** 1687,Kotak,2025-07-16
PI01356,CUST01013,wallet,**** 1246,SBI,2025-03-12
PI01357,CUST01014,card,**** 8043,Axis,2025-07-05
PI01358,CUST01014,wallet,**** 4314,SBI,2025-06-03
PI01359,CUST01015,card,**** 7191,Kotak,2025-02-03
PI01360,CUST01015,wallet,**** 7639,ICICI,2025-11-30
PI01361,CUST01016,wallet,**** 8522,IDFC First,2024-09-29
PI01362,CUST01017,wallet,**** 4835,Kotak,2025-10-22
PI01363,CUST01018,wallet,**** 9520,Yes Bank,2024-10-08
PI01364,CUST01019,card,**** 8741,Kotak,2025-10-25
PI01365,CUST01019,wallet,**** 8951,IDFC First,2024-12-17
PI01366,CUST01020,card,**** 6965,HDFC,2025-11-05
PI01367,CUST01020,upi,**** 8024,ICICI,2025-12-09
PI01368,CUST01021,upi,**** 2270,Kotak,2026-06-19
PI01369,CUST01022,upi,**** 1382,Yes Bank,2026-07-31
PI01370,CUST01023,card,**** 3072,HDFC,2026-04-08
PI01371,CUST01023,card,**** 3174,Axis,2024-10-04
PI01372,CUST01024,upi,**** 8447,IDFC First,2025-11-11
PI01373,CUST01024,wallet,**** 9552,Kotak,2025-03-18
PI01374,CUST01025,card,**** 7228,HDFC,2026-05-10
PI01375,CUST01025,upi,**** 2288,Kotak,2025-08-14
PI01376,CUST01026,wallet,**** 7038,ICICI,2025-11-28
PI01377,CUST01027,upi,**** 6918,SBI,2025-01-31
PI01378,CUST01028,upi,**** 2929,Axis,2025-03-27
PI01379,CUST01028,upi,**** 8486,SBI,2025-07-09
PI01380,CUST01029,card,**** 3260,Axis,2024-10-23
PI01381,CUST01029,upi,**** 7309,Kotak,2026-03-30
PI01382,CUST01030,card,**** 2582,Kotak,2025-03-24
PI01383,CUST01031,wallet,**** 3370,SBI,2025-12-02
PI01384,CUST01031,card,**** 7599,ICICI,2025-09-21
PI01385,CUST01032,upi,**** 3900,ICICI,2025-03-30
PI01386,CUST01033,wallet,**** 8823,SBI,2026-05-31
PI01387,CUST01034,wallet,**** 2219,Axis,2024-11-22
PI01388,CUST01034,card,**** 5330,Yes Bank,2025-11-08
PI01389,CUST01035,upi,**** 5364,ICICI,2024-10-29
PI01390,CUST01035,card,**** 6678,Yes Bank,2026-08-01
PI01391,CUST01036,upi,**** 8964,IDFC First,2025-11-30
PI01392,CUST01037,upi,**** 8128,IDFC First,2025-09-18
PI01393,CUST01038,card,**** 1047,IDFC First,2025-11-27
PI01394,CUST01038,wallet,**** 3318,ICICI,2025-05-10
PI01395,CUST01039,upi,**** 1000,Yes Bank,2026-06-18
PI01396,CUST01040,card,**** 1815,HDFC,2025-10-09
PI01397,CUST01040,wallet,**** 7542,ICICI,2025-08-18
PI01398,CUST01041,upi,**** 7717,SBI,2024-11-29
PI01399,CUST01041,card,**** 8526,ICICI,2026-02-26
PI01400,CUST01042,card,**** 5562,IDFC First,2026-01-28
PI01401,CUST01043,card,**** 9242,ICICI,2025-08-29
PI01402,CUST01044,wallet,**** 6375,Yes Bank,2026-06-12
PI01403,CUST01044,upi,**** 1082,HDFC,2025-09-14
PI01404,CUST01045,upi,**** 9522,Yes Bank,2025-08-25
PI01405,CUST01046,card,**** 3636,Yes Bank,2024-10-07
PI01406,CUST01046,upi,**** 8415,ICICI,2025-01-02
PI01407,CUST01047,card,**** 7876,HDFC,2025-04-30
PI01408,CUST01048,wallet,**** 7113,HDFC,2025-02-21
PI01409,CUST01049,card,**** 1965,IDFC First,2026-07-12
PI01410,CUST01050,wallet,**** 1966,HDFC,2025-06-07
PI01411,CUST01051,wallet,**** 7091,HDFC,2025-08-03
PI01412,CUST01052,card,**** 8599,IDFC First,2025-04-20
PI01413,CUST01052,card,**** 2411,SBI,2025-06-01
PI01414,CUST01053,upi,**** 2324,Yes Bank,2024-12-08
PI01415,CUST01054,wallet,**** 6942,ICICI,2025-08-09
PI01416,CUST01055,card,**** 3230,ICICI,2026-02-26
PI01417,CUST01056,card,**** 8575,HDFC,2025-05-03
PI01418,CUST01057,wallet,**** 6143,Yes Bank,2026-02-13
PI01419,CUST01058,card,**** 8927,SBI,2025-07-07
PI01420,CUST01059,wallet,**** 2419,Kotak,2025-06-22
PI01421,CUST01059,wallet,**** 6116,Kotak,2025-04-17
PI01422,CUST01060,upi,**** 5801,ICICI,2024-09-08
PI01423,CUST01060,wallet,**** 3307,IDFC First,2025-08-22
PI01424,CUST01061,wallet,**** 8673,Axis,2025-04-17
PI01425,CUST01061,wallet,**** 4495,IDFC First,2024-12-09
PI01426,CUST01062,upi,**** 3154,Kotak,2025-04-05
PI01427,CUST01063,upi,**** 8736,IDFC First,2025-12-11
PI01428,CUST01064,upi,**** 2443,Kotak,2025-02-24
PI01429,CUST01065,wallet,**** 3314,Axis,2025-05-23
PI01430,CUST01065,card,**** 6093,IDFC First,2025-05-25
PI01431,CUST01066,card,**** 4493,IDFC First,2025-10-10
PI01432,CUST01066,wallet,**** 2158,HDFC,2026-06-06
PI01433,CUST01067,upi,**** 1743,ICICI,2024-09-27
PI01434,CUST01068,wallet,**** 7607,ICICI,2025-04-01
PI01435,CUST01069,card,**** 2125,Axis,2024-11-20
PI01436,CUST01069,upi,**** 4495,IDFC First,2026-08-06
PI01437,CUST01070,upi,**** 8173,SBI,2025-10-28
PI01438,CUST01070,wallet,**** 4964,SBI,2026-05-23
PI01439,CUST01071,upi,**** 9682,HDFC,2026-07-04
PI01440,CUST01072,upi,**** 9940,Axis,2024-12-14
PI01441,CUST01073,wallet,**** 8033,Axis,2025-05-14
PI01442,CUST01074,wallet,**** 9977,ICICI,2026-03-23
PI01443,CUST01075,upi,**** 5908,Kotak,2024-10-11
PI01444,CUST01075,wallet,**** 4198,Kotak,2024-09-08
PI01445,CUST01076,card,**** 6208,IDFC First,2024-10-03
PI01446,CUST01077,upi,**** 5881,Axis,2026-04-04
PI01447,CUST01078,wallet,**** 1777,SBI,2026-06-13
PI01448,CUST01079,card,**** 8299,IDFC First,2024-09-06
PI01449,CUST01080,upi,**** 1821,Axis,2024-10-14
PI01450,CUST01081,upi,**** 6497,SBI,2025-02-12
PI01451,CUST01082,upi,**** 7505,ICICI,2025-12-19
PI01452,CUST01083,wallet,**** 3994,Yes Bank,2025-07-12
PI01453,CUST01084,wallet,**** 1557,Kotak,2024-12-22
PI01454,CUST01085,upi,**** 2755,HDFC,2024-09-24
PI01455,CUST01086,wallet,**** 6070,Yes Bank,2025-06-05
PI01456,CUST01087,wallet,**** 2666,ICICI,2024-12-31
PI01457,CUST01088,card,**** 2640,Axis,2026-03-20
PI01458,CUST01089,upi,**** 2552,Kotak,2025-10-17
PI01459,CUST01089,wallet,**** 1312,ICICI,2024-11-30
PI01460,CUST01090,upi,**** 8293,Yes Bank,2025-05-16
PI01461,CUST01091,card,**** 3902,ICICI,2025-12-27
PI01462,CUST01092,card,**** 7653,Yes Bank,2025-10-29
PI01463,CUST01092,wallet,**** 7077,ICICI,2025-02-09
PI01464,CUST01093,upi,**** 2362,Yes Bank,2025-07-04
PI01465,CUST01094,card,**** 2354,Yes Bank,2026-03-18
PI01466,CUST01095,card,**** 8171,SBI,2026-06-03
PI01467,CUST01096,upi,**** 1975,HDFC,2026-02-17
PI01468,CUST01096,card,**** 7843,IDFC First,2025-08-09
PI01469,CUST01097,card,**** 2293,SBI,2026-06-22
PI01470,CUST01097,card,**** 6525,ICICI,2024-11-24
PI01471,CUST01098,card,**** 6685,IDFC First,2024-11-06
PI01472,CUST01098,wallet,**** 5253,Axis,2026-07-08
PI01473,CUST01099,wallet,**** 6567,HDFC,2026-03-08
PI01474,CUST01099,upi,**** 5628,HDFC,2025-02-10
PI01475,CUST01100,card,**** 8257,Yes Bank,2025-07-10
PI01476,CUST01101,card,**** 8597,Kotak,2024-09-30
PI01477,CUST01102,card,**** 6797,Yes Bank,2024-12-19
PI01478,CUST01102,wallet,**** 6999,Yes Bank,2026-01-24
PI01479,CUST01103,card,**** 2077,HDFC,2026-03-29
PI01480,CUST01104,upi,**** 5716,Yes Bank,2024-09-20
PI01481,CUST01105,card,**** 5981,IDFC First,2024-11-20
PI01482,CUST01105,wallet,**** 1199,ICICI,2025-04-28
PI01483,CUST01106,wallet,**** 2941,HDFC,2026-08-17
PI01484,CUST01106,upi,**** 6705,ICICI,2026-04-10
PI01485,CUST01107,card,**** 8019,HDFC,2025-03-01
PI01486,CUST01108,wallet,**** 5656,HDFC,2024-10-26
PI01487,CUST01108,card,**** 9892,SBI,2025-06-25
PI01488,CUST01109,wallet,**** 2536,ICICI,2025-04-15
PI01489,CUST01109,wallet,**** 6518,Kotak,2026-04-29
PI01490,CUST01110,card,**** 9936,SBI,2025-12-03
PI01491,CUST01110,upi,**** 4991,SBI,2025-10-21
PI01492,CUST01111,wallet,**** 6578,ICICI,2025-04-16
PI01493,CUST01111,card,**** 6920,Axis,2025-12-09
PI01494,CUST01112,card,**** 1971,Axis,2025-05-15
PI01495,CUST01113,wallet,**** 1213,Yes Bank,2025-11-18
PI01496,CUST01114,upi,**** 8020,IDFC First,2024-10-03
PI01497,CUST01115,card,**** 2207,Kotak,2024-12-31
PI01498,CUST01115,upi,**** 8196,Axis,2026-07-16
PI01499,CUST01116,card,**** 4958,Axis,2024-11-24
PI01500,CUST01117,upi,**** 3053,Yes Bank,2026-06-06
PI01501,CUST01117,card,**** 4175,Kotak,2025-07-07
PI01502,CUST01118,upi,**** 7143,IDFC First,2025-08-09
PI01503,CUST01119,card,**** 1045,Axis,2026-01-05
PI01504,CUST01120,upi,**** 7176,IDFC First,2025-05-11
PI01505,CUST01121,upi,**** 6375,HDFC,2025-01-18
PI01506,CUST01122,card,**** 6700,IDFC First,2025-11-12
PI01507,CUST01123,card,**** 9081,ICICI,2026-01-31
PI01508,CUST01124,upi,**** 5179,ICICI,2025-11-18
PI01509,CUST01125,card,**** 5683,HDFC,2025-08-18
PI01510,CUST01126,wallet,**** 5174,ICICI,2024-10-24
PI01511,CUST01127,card,**** 4060,Yes Bank,2025-05-08
PI01512,CUST01127,wallet,**** 3448,ICICI,2026-01-15
PI01513,CUST01128,upi,**** 6423,IDFC First,2024-11-18
PI01514,CUST01129,card,**** 1249,Yes Bank,2026-06-24
PI01515,CUST01130,wallet,**** 1652,Yes Bank,2026-04-30
PI01516,CUST01131,wallet,**** 1760,SBI,2025-12-31
PI01517,CUST01132,card,**** 9863,Kotak,2026-07-11
PI01518,CUST01133,wallet,**** 5149,ICICI,2024-10-02
PI01519,CUST01134,card,**** 2911,HDFC,2024-08-28
PI01520,CUST01135,upi,**** 8275,ICICI,2025-05-15
PI01521,CUST01136,wallet,**** 1106,SBI,2025-09-03
PI01522,CUST01137,upi,**** 8479,SBI,2025-01-05
PI01523,CUST01137,wallet,**** 9897,Axis,2025-03-20
PI01524,CUST01138,wallet,**** 4048,HDFC,2026-05-24
PI01525,CUST01139,wallet,**** 7938,SBI,2024-10-05
PI01526,CUST01140,upi,**** 1760,ICICI,2025-04-10
PI01527,CUST01141,upi,**** 3935,IDFC First,2025-04-14
PI01528,CUST01142,wallet,**** 3317,Axis,2024-10-15
PI01529,CUST01143,upi,**** 9530,ICICI,2024-09-11
PI01530,CUST01144,upi,**** 8568,Axis,2024-09-21
PI01531,CUST01145,wallet,**** 3065,HDFC,2026-08-04
PI01532,CUST01146,card,**** 2488,IDFC First,2025-04-24
PI01533,CUST01147,card,**** 4697,Yes Bank,2024-12-18
PI01534,CUST01148,card,**** 3964,ICICI,2025-08-31
PI01535,CUST01148,upi,**** 3756,HDFC,2026-03-06
PI01536,CUST01149,wallet,**** 3800,HDFC,2025-12-02
PI01537,CUST01149,upi,**** 9592,IDFC First,2025-03-17
PI01538,CUST01150,wallet,**** 9009,Yes Bank,2026-04-27
PI01539,CUST01151,wallet,**** 6997,Kotak,2024-09-02
PI01540,CUST01152,upi,**** 2743,IDFC First,2025-10-31
PI01541,CUST01153,wallet,**** 8152,ICICI,2025-06-28
PI01542,CUST01154,upi,**** 6444,Kotak,2026-03-14
PI01543,CUST01154,wallet,**** 2336,Yes Bank,2025-01-28
PI01544,CUST01155,upi,**** 8598,Yes Bank,2024-10-10
PI01545,CUST01155,upi,**** 3743,Yes Bank,2025-11-12
PI01546,CUST01156,card,**** 7254,Kotak,2026-01-22
PI01547,CUST01156,wallet,**** 1728,Yes Bank,2026-03-13
PI01548,CUST01157,upi,**** 4872,Axis,2024-12-12
PI01549,CUST01158,wallet,**** 4538,HDFC,2025-07-24
PI01550,CUST01158,wallet,**** 7151,Kotak,2025-11-18
PI01551,CUST01159,wallet,**** 8857,ICICI,2025-04-20
PI01552,CUST01160,upi,**** 6434,SBI,2024-10-22
PI01553,CUST01160,card,**** 2572,Kotak,2026-06-27
PI01554,CUST01161,card,**** 8811,ICICI,2025-05-18
PI01555,CUST01162,card,**** 3910,Kotak,2026-04-11
PI01556,CUST01163,wallet,**** 5825,Kotak,2025-08-29
PI01557,CUST01164,wallet,**** 4746,ICICI,2024-08-26
PI01558,CUST01165,card,**** 1969,SBI,2026-01-19
PI01559,CUST01165,card,**** 5545,SBI,2025-04-20
PI01560,CUST01166,upi,**** 4463,Yes Bank,2026-02-18
PI01561,CUST01167,wallet,**** 9599,Yes Bank,2024-09-13
PI01562,CUST01168,card,**** 7905,SBI,2025-10-15
PI01563,CUST01169,wallet,**** 4215,Yes Bank,2026-06-15
PI01564,CUST01169,card,**** 3073,Yes Bank,2025-07-13
PI01565,CUST01170,wallet,**** 1213,ICICI,2025-12-15
PI01566,CUST01170,card,**** 4405,HDFC,2025-03-20
PI01567,CUST01171,wallet,**** 3445,ICICI,2024-12-21
PI01568,CUST01172,card,**** 8191,Axis,2025-11-21
PI01569,CUST01173,card,**** 2691,ICICI,2026-02-05
PI01570,CUST01174,wallet,**** 4177,HDFC,2026-01-10
PI01571,CUST01175,wallet,**** 2532,Axis,2025-07-24
PI01572,CUST01176,card,**** 7670,SBI,2026-01-28
PI01573,CUST01177,card,**** 1047,Yes Bank,2025-02-22
PI01574,CUST01178,upi,**** 4781,IDFC First,2025-04-12
PI01575,CUST01179,upi,**** 8530,SBI,2025-04-04
PI01576,CUST01180,wallet,**** 2572,Kotak,2025-07-12
PI01577,CUST01181,card,**** 3163,IDFC First,2026-07-15
PI01578,CUST01181,card,**** 1375,Yes Bank,2024-09-27
PI01579,CUST01182,wallet,**** 2468,Axis,2026-06-11
PI01580,CUST01183,wallet,**** 2212,Axis,2025-12-01
PI01581,CUST01183,upi,**** 7195,IDFC First,2025-11-08
PI01582,CUST01184,card,**** 3607,Kotak,2026-02-24
PI01583,CUST01184,wallet,**** 9698,ICICI,2026-03-09
PI01584,CUST01185,card,**** 5319,ICICI,2026-01-31
PI01585,CUST01186,wallet,**** 5520,HDFC,2025-10-24
PI01586,CUST01186,wallet,**** 7342,Axis,2026-08-09
PI01587,CUST01187,card,**** 2329,IDFC First,2025-04-19
PI01588,CUST01188,card,**** 7877,Axis,2026-06-24
PI01589,CUST01189,wallet,**** 1915,SBI,2025-06-01
PI01590,CUST01190,wallet,**** 7038,IDFC First,2026-07-15
PI01591,CUST01191,upi,**** 8544,IDFC First,2025-01-22
PI01592,CUST01192,upi,**** 4831,Yes Bank,2025-10-26
PI01593,CUST01193,card,**** 2378,Kotak,2025-05-28
PI01594,CUST01194,upi,**** 6931,SBI,2026-01-02
PI01595,CUST01194,card,**** 5967,Kotak,2024-11-02
PI01596,CUST01195,upi,**** 5923,Yes Bank,2024-11-22
PI01597,CUST01196,upi,**** 8069,Axis,2026-01-21
PI01598,CUST01197,wallet,**** 6016,Kotak,2026-01-30
PI01599,CUST01198,wallet,**** 4681,Kotak,2025-11-01
PI01600,CUST01199,upi,**** 1139,SBI,2026-05-17
PI01601,CUST01200,wallet,**** 7175,ICICI,2024-11-17
PI01602,CUST01200,upi,**** 4109,ICICI,2025-09-03
PI01603,CUST01201,upi,**** 3206,Axis,2025-09-16
PI01604,CUST01202,card,**** 5841,ICICI,2026-07-11
PI01605,CUST01203,card,**** 7732,Yes Bank,2024-12-09
PI01606,CUST01204,wallet,**** 6628,Yes Bank,2025-03-15
PI01607,CUST01205,wallet,**** 6252,SBI,2025-06-15
PI01608,CUST01205,wallet,**** 3478,HDFC,2025-02-24
PI01609,CUST01206,wallet,**** 9408,Yes Bank,2025-07-31
PI01610,CUST01206,card,**** 9745,Yes Bank,2025-12-26
PI01611,CUST01207,wallet,**** 2607,Yes Bank,2024-12-18
PI01612,CUST01208,upi,**** 3416,Yes Bank,2026-06-30
PI01613,CUST01208,card,**** 6097,IDFC First,2025-08-11
PI01614,CUST01209,card,**** 7230,SBI,2026-03-02
PI01615,CUST01209,card,**** 4293,Kotak,2025-01-08
PI01616,CUST01210,card,**** 3195,Yes Bank,2026-02-15
PI01617,CUST01211,upi,**** 4058,SBI,2025-02-24
PI01618,CUST01212,card,**** 6974,Kotak,2025-03-23
PI01619,CUST01212,card,**** 4684,ICICI,2025-03-31
PI01620,CUST01213,card,**** 1569,IDFC First,2025-02-04
PI01621,CUST01214,card,**** 2270,HDFC,2026-01-15
PI01622,CUST01214,wallet,**** 6993,IDFC First,2026-05-22
PI01623,CUST01215,wallet,**** 9183,Axis,2026-05-25
PI01624,CUST01215,card,**** 7125,Yes Bank,2025-02-04
PI01625,CUST01216,upi,**** 8649,IDFC First,2025-12-15
PI01626,CUST01217,upi,**** 5400,Axis,2025-01-13
PI01627,CUST01217,upi,**** 8430,Axis,2024-09-24
PI01628,CUST01218,wallet,**** 5395,Yes Bank,2026-04-16
PI01629,CUST01218,wallet,**** 6496,ICICI,2026-06-13
PI01630,CUST01219,card,**** 8153,SBI,2025-07-09
PI01631,CUST01220,upi,**** 5437,Axis,2025-04-02
PI01632,CUST01220,upi,**** 9237,Axis,2026-03-06
PI01633,CUST01221,upi,**** 4418,SBI,2025-01-24
PI01634,CUST01222,card,**** 3901,SBI,2024-08-22
PI01635,CUST01223,upi,**** 1362,Kotak,2025-02-10
PI01636,CUST01224,card,**** 6440,IDFC First,2026-03-23
PI01637,CUST01224,wallet,**** 6019,Kotak,2026-05-06
PI01638,CUST01225,upi,**** 4037,IDFC First,2024-09-29
PI01639,CUST01226,wallet,**** 3336,SBI,2026-07-27
PI01640,CUST01227,wallet,**** 7247,Axis,2025-07-15
PI01641,CUST01228,upi,**** 3977,HDFC,2025-02-14
PI01642,CUST01229,card,**** 8425,IDFC First,2025-09-14
PI01643,CUST01230,card,**** 4925,SBI,2024-10-27
PI01644,CUST01231,wallet,**** 2944,SBI,2026-07-09
PI01645,CUST01231,card,**** 7304,HDFC,2026-01-26
PI01646,CUST01232,card,**** 5338,Yes Bank,2025-12-04
PI01647,CUST01233,wallet,**** 4201,ICICI,2025-09-30
PI01648,CUST01233,card,**** 7806,IDFC First,2024-10-17
PI01649,CUST01234,upi,**** 6189,SBI,2025-12-04
PI01650,CUST01235,wallet,**** 1914,Axis,2025-10-28
PI01651,CUST01236,upi,**** 4604,Yes Bank,2026-07-09
PI01652,CUST01236,upi,**** 4702,HDFC,2025-11-18
PI01653,CUST01237,card,**** 1491,Kotak,2025-10-16
PI01654,CUST01237,wallet,**** 2998,Axis,2026-02-14
PI01655,CUST01238,upi,**** 3736,ICICI,2024-12-12
PI01656,CUST01238,card,**** 2300,SBI,2026-01-11
PI01657,CUST01239,wallet,**** 8317,HDFC,2025-10-17
PI01658,CUST01239,wallet,**** 5601,SBI,2026-03-04
PI01659,CUST01240,card,**** 6943,IDFC First,2025-01-11
PI01660,CUST01241,upi,**** 3887,Axis,2025-02-11
PI01661,CUST01241,wallet,**** 8547,SBI,2024-12-08
PI01662,CUST01242,wallet,**** 9160,HDFC,2025-07-20
PI01663,CUST01243,upi,**** 4178,Yes Bank,2026-07-14
PI01664,CUST01244,wallet,**** 1414,Yes Bank,2026-08-06
PI01665,CUST01245,upi,**** 6594,Yes Bank,2026-08-01
PI01666,CUST01245,card,**** 4646,Axis,2025-04-09
PI01667,CUST01246,upi,**** 3163,Kotak,2025-04-19
PI01668,CUST01247,upi,**** 6307,Axis,2025-09-10
PI01669,CUST01248,card,**** 8668,HDFC,2026-07-26
PI01670,CUST01249,upi,**** 2014,Yes Bank,2024-12-19
PI01671,CUST01250,wallet,**** 6850,IDFC First,2026-03-10
PI01672,CUST01251,upi,**** 9798,HDFC,2025-04-16
PI01673,CUST01252,upi,**** 6332,Yes Bank,2026-03-14
PI01674,CUST01253,wallet,**** 1747,HDFC,2026-08-21
PI01675,CUST01253,card,**** 3490,Axis,2026-05-16
PI01676,CUST01254,card,**** 3097,HDFC,2025-10-25
PI01677,CUST01254,upi,**** 4052,SBI,2026-01-26
PI01678,CUST01255,wallet,**** 4192,HDFC,2026-02-21
PI01679,CUST01256,card,**** 5933,ICICI,2024-09-20
PI01680,CUST01257,wallet,**** 3022,IDFC First,2025-11-02
PI01681,CUST01257,card,**** 7520,Kotak,2026-02-12
PI01682,CUST01258,wallet,**** 2422,Axis,2026-03-13
PI01683,CUST01258,card,**** 1574,ICICI,2026-04-10
PI01684,CUST01259,card,**** 7194,Kotak,2025-04-29
PI01685,CUST01260,upi,**** 3525,Kotak,2026-02-15
PI01686,CUST01261,card,**** 1438,Kotak,2025-08-07
PI01687,CUST01262,card,**** 8940,IDFC First,2026-08-01
PI01688,CUST01262,card,**** 6635,ICICI,2026-07-19
PI01689,CUST01263,upi,**** 6771,IDFC First,2025-03-25
PI01690,CUST01263,wallet,**** 4493,ICICI,2026-02-02
PI01691,CUST01264,card,**** 3470,Yes Bank,2024-11-20
PI01692,CUST01265,upi,**** 4716,Yes Bank,2025-08-31
PI01693,CUST01265,wallet,**** 4114,Kotak,2026-04-24
PI01694,CUST01266,wallet,**** 3855,HDFC,2026-08-20
PI01695,CUST01266,upi,**** 6957,IDFC First,2025-06-12
PI01696,CUST01267,wallet,**** 4638,IDFC First,2025-12-26
PI01697,CUST01268,card,**** 3116,ICICI,2024-10-13
PI01698,CUST01269,upi,**** 2427,Kotak,2026-06-15
PI01699,CUST01270,card,**** 8692,Axis,2025-05-16
PI01700,CUST01271,card,**** 8522,HDFC,2025-08-07
PI01701,CUST01272,card,**** 7374,Kotak,2025-12-05
PI01702,CUST01272,upi,**** 2979,IDFC First,2026-03-24
PI01703,CUST01273,card,**** 4275,Axis,2026-05-21
PI01704,CUST01273,card,**** 2616,HDFC,2025-04-14
PI01705,CUST01274,card,**** 3555,Axis,2026-01-27
PI01706,CUST01275,upi,**** 4641,Kotak,2024-09-05
PI01707,CUST01276,wallet,**** 3996,Yes Bank,2024-11-13
PI01708,CUST01276,card,**** 9077,Yes Bank,2025-07-20
PI01709,CUST01277,upi,**** 5294,Kotak,2024-11-24
PI01710,CUST01277,upi,**** 7595,Axis,2025-08-17
PI01711,CUST01278,upi,**** 8251,IDFC First,2026-02-17
PI01712,CUST01279,card,**** 3378,ICICI,2025-04-17
PI01713,CUST01280,wallet,**** 3502,ICICI,2026-02-12
PI01714,CUST01281,wallet,**** 9328,HDFC,2025-09-11
PI01715,CUST01282,card,**** 5784,SBI,2024-11-02
PI01716,CUST01282,card,**** 6670,Kotak,2025-01-25
PI01717,CUST01283,wallet,**** 3527,Yes Bank,2024-11-17
PI01718,CUST01283,wallet,**** 4016,ICICI,2025-11-19
PI01719,CUST01284,upi,**** 7635,HDFC,2025-12-16
PI01720,CUST01284,upi,**** 3998,IDFC First,2026-08-12
PI01721,CUST01285,upi,**** 4458,SBI,2026-04-12
PI01722,CUST01285,wallet,**** 1807,Axis,2025-04-27
PI01723,CUST01286,wallet,**** 8844,IDFC First,2025-02-21
PI01724,CUST01287,card,**** 2879,Kotak,2025-01-17
PI01725,CUST01288,upi,**** 7501,Yes Bank,2025-05-01
PI01726,CUST01289,upi,**** 2712,IDFC First,2026-01-20
PI01727,CUST01290,card,**** 8955,Yes Bank,2026-06-11
PI01728,CUST01291,card,**** 5995,IDFC First,2025-11-22
PI01729,CUST01292,wallet,**** 6307,ICICI,2024-09-15
PI01730,CUST01293,wallet,**** 2175,ICICI,2025-04-02
PI01731,CUST01294,card,**** 7574,Yes Bank,2024-09-21
PI01732,CUST01295,wallet,**** 5699,Yes Bank,2025-03-25
PI01733,CUST01296,card,**** 8758,Yes Bank,2024-11-06
PI01734,CUST01297,upi,**** 2036,SBI,2026-07-13
PI01735,CUST01298,upi,**** 8801,HDFC,2025-07-10
